year,id_news,local,national,after_national,po_cst,ps_cst,ra_cst,rs_cst,qs_s,qtotal,ads_s,ads_p4_cst,ra_cst_div_qtotal
1967,67,1,0,0,3.272,2.8761935,29473866,27874360,2.325581395,40246.28,20.8,229.44899,732.3376471
1968,67,1,0,0,3.91,3.2688103,34512310,35877296,2.298850575,41691.27,16,219.351,827.8066367
1969,67,1,0,0,3.675,3.082258,38344664,33076684,2.298850575,41023.98,20.34375,206.1675,934.6890282
1970,67,1,0,0,3.495,2.9312901,33032936,29387456,3.448275862,42416.85,22.34375,206.55449,778.769192
1971,67,1,0,0,3.305,2.7719355,28523048,30751306,2.352941176,39950,19.033333,195.3255,713.9686608
1972,67,1,0,0,4.361,4.095848,42083476,39483840,6.666666667,44356.5,20.1875,93.45,948.7555601
1973,67,1,0,0,,,,,,,,85.5,
1974,67,1,0,0,,,,,,,,90.18,
1960,70,1,0,0,2.595,2.2002914,8265298,9806846,48.06127813,19974.5,14.400001,,413.7924854
1961,70,1,0,0,2.51,2.1561313,8973441,9587067,47.30368949,20294.40009,20.772726,,442.1634028
1962,70,1,0,0,2.395,2.0439413,8908032,9806813,42.9326105,21265.88599,14.681818,16.765,418.8883551
1963,70,1,0,0,2.742,2.351987,10601256,11037553,43.12227056,21840.18809,13,15.995,485.4013141
1964,70,1,0,0,2.6520002,2.2674026,10799692,11243423,43.47826087,23000,17.875,15.47,469.5518261
1965,70,1,0,0,2.589,2.2207491,11135639,11065445,43.47826087,23230,16.6,15.1025,479.3645717
1966,70,1,0,0,2.52,2.1686275,12500552,11192321,43.24324324,24017.625,13.6875,15.96,520.4741102
1967,70,1,0,0,3.272,2.852237,14445610,14935660,43.16939891,24726.96,12.770833,34.287834,584.2048517
1968,70,1,0,0,3.91,3.3733335,15146847,17977420,43.16939891,24852.315,11.59375,34.408,609.4742884
1969,70,1,0,0,3.675,3.1809835,21207860,16993716,43.71584699,25062.765,18.625,32.34,846.1899555
1970,70,1,0,0,3.495,2.9957144,19340770,19475286,43.33333333,25399.8,17.5625,30.756,761.4536335
1971,70,1,0,0,3.305,2.8513725,23182282,20146646,44.44444444,26379.9,18.937502,123.9375,878.785818
1972,70,1,0,0,4.361,3.7788525,23668144,22697504,44.44444444,25933.5,19.6875,124.6,912.6475023
1973,70,1,0,0,3.99,3.4917219,26000926,23967332,45.20881799,26268.57,10.260869,128.25,989.8112459
1974,70,1,0,0,4.4088,3.769901,22602746,25310310,56.27459885,114863,10.15,125.25,196.7800423
1960,71,1,0,0,2.595,2.1694534,129511464,140559260,20.01447294,226985.7425,10.374999,,570.5709203
1961,71,1,0,0,2.51,2.1467106,140483900,135987740,20.87516371,231739.5,11.821428,,606.2147368
1962,71,1,0,0,2.395,2.0283387,153892370,113868984,20.25194644,232609.7402,8.678571,91.968,661.5903953
1963,71,1,0,0,2.742,2.381759,132829660,150331940,18.05793987,235655.2675,10,87.744,563.6608992
1964,71,1,0,0,2.6520002,2.296104,164590030,146343730,18.46846778,236733.5622,13.346154,84.864006,695.2543123
1965,71,1,0,0,2.589,2.3536365,164983940,148320700,18.08974152,243900.547,10.857142,82.848,676.4394014
1966,71,1,0,0,2.52,2.290909,184561520,147102160,17.90096429,248547.2241,13.035715,109.2,742.56118
1967,71,1,0,0,3.272,2.9720666,153256050,189060690,17.55348327,252547.482,9.25,128.835,606.8405386
1968,71,1,0,0,3.91,3.4642346,176123440,223777100,17.04233095,245315.797,17.866667,125.12,717.945775
1969,71,1,0,0,3.675,3.277377,183447580,201398780,17.52921536,236717.9115,23.11111,117.6,774.962819
1970,71,1,0,0,3.495,3.0965471,187459570,203565440,16.48351648,249149.81,18.944445,137.004,752.3970016
1971,71,1,0,0,3.305,2.80817,182415730,197170240,16.48351648,252038.15,10.233334,171.86,723.7623749
1972,71,1,0,0,4.361,3.9066005,199034180,226158980,18.68131868,234895.57,20.583332,168.21,847.3304967
1973,71,1,0,0,3.99,3.5508194,208184320,245323580,20.49723757,258869.82,14.527778,168.15,804.2046771
1974,71,1,0,0,4.56721,4.0572786,206787740,260641010,20.87912088,255457.02,17.447369,165.33,809.4815324
1960,72,1,0,0,2.076,1.557,2463969,,32,8536,14.166667,,288.6561621
1961,72,1,0,0,2.0080001,1.506,3144046.2,3502650,32.07331042,8730,9.700001,,360.1427491
1962,72,1,0,0,1.916,1.4088236,3434836.5,3473042.5,33.61721201,8924,7.7999997,,384.8987562
1963,72,1,0,0,2.285,1.6726798,3720889,4075940.2,30.92783505,8924,13.299999,10.054,416.953048
1964,72,1,0,0,2.21,1.6177778,4701112,3942156.5,30.92783505,8924,14,9.724,526.7942627
1965,72,1,0,0,2.1575,1.5845245,4418560,3910596.8,32.9787234,8836,9,9.493,500.0633771
1966,72,1,0,0,2.1,1.5576159,4527600,4019956.2,32.9787234,9400,11.75,9.24,481.6595745
1967,72,1,0,0,2.454,1.8762707,4301625,5454774.5,32.29166667,11020.8,7.7608695,8.998,390.3187609
1968,72,1,0,0,3.128,2.3794408,3426223.5,7259664.5,32.29166667,11753.28,11.428571,8.602,291.5121141
1969,72,1,0,0,2.94,2.2512417,4123004.5,6858490.5,32.29166667,11870.4,15.142857,8.820001,347.3349255
1970,72,1,0,0,2.796,2.1268914,4422650,6058296,32.29166667,12213.12,22.416668,8.3880005,362.1228646
1971,72,1,0,0,2.644,2.0112665,5239621.5,6392451.5,31.25,12219.84,23.61111,7.932,428.7798776
1972,72,1,0,0,3.115,2.4467657,5323317,7448893.5,33.68421053,12635.95,12.111112,7.4760003,421.2834809
1973,72,1,0,0,2.85,2.2239344,5696939,7384093.5,34.04255319,11844,14.277779,7.0775,480.9978892
1974,72,1,0,0,3.4068,2.579406,5662417,7948475,33.33333333,11555.25,13.9375,7.9533753,490.0298133
1960,73,1,0,0,,,,,,,9.111112,,
1961,73,1,0,0,,,,,,,15.863636,,
1962,73,1,0,0,,,,,,,13.454546,43.11,
1963,73,1,0,0,,,,,,,23.75,47.985,
1964,73,1,0,0,,,,,,,26.791666,,
1965,73,1,0,0,2.589,2.240481,,,10.75461141,,23.954546,,
1966,73,1,0,0,2.52,2.1807692,,,13.91394833,,33.545456,,
1967,73,1,0,0,3.272,2.8855016,,,15.48745859,,31.083334,,
1968,73,1,0,0,3.91,3.4307096,,,15.6626506,,25.666666,,
1969,73,1,0,0,3.675,3.2245162,,,15.61226935,,20.8,,
1970,73,1,0,0,3.495,3.0469232,,,15.47619048,,26.25,,
1971,73,1,0,0,3.305,2.8905466,,,15.85365854,,20.694445,,
1972,73,1,0,0,4.361,3.970098,,,17.07317073,,25.777777,,
1973,73,1,0,0,4.56,4.137097,,,17.07317073,,22.4375,,
1974,73,1,0,0,4.4088,4.0273314,,,22.61904762,,14.636364,,
1960,80,1,0,0,2.595,2.1721725,14472210,10873681,14.68289424,19607.85082,13.541667,,738.0824206
1961,80,1,0,0,2.51,2.1213548,16182121,10675852,17.64172002,20383.5,19.958334,,793.883337
1962,80,1,0,0,2.395,2.0241613,17165846,11085885,11.73474201,21202,12,,809.6333365
1963,80,1,0,0,2.742,2.314484,17737556,11355477,8.725681977,20098.24317,10.708334,74.034004,882.5426107
1964,80,1,0,0,2.6520002,2.238516,17262272,10949539,8.439057354,20036.02874,16.321428,71.604004,861.5615512
1965,80,1,0,0,2.589,2.282774,17307828,10906674,8.301202253,20319.31747,7.6785717,70.5934,851.7917999
1966,80,1,0,0,2.52,2.2147908,17439334,10652126,8.367768562,20341.64877,9.416667,71.4,857.3215571
1967,80,1,0,0,3.272,2.9042997,17559760,13795882,8.227702236,20526.0734,9.958333,69.53,855.4855894
1968,80,1,0,0,3.91,3.4418123,18979682,16971320,7.823905109,21425.4848,11.041667,66.47,885.846093
1969,80,1,0,0,3.675,3.256026,22960162,16490438,7.69672602,21943.564,13,73.5,1046.327844
1970,80,1,0,0,3.495,3.0665805,22458458,16474521,8.045977011,22140.63,26.466667,87.375,1014.354966
1971,80,1,0,0,3.305,2.887864,23092332,16082983,8.139534884,22310.12,13.21875,85.93,1035.06086
1972,80,1,0,0,4.361,3.8027272,30302906,18533036,8.333333333,21105.84,16.366667,,1435.759297
1973,80,1,0,0,3.99,3.5134428,32887694,17795760,8.235294118,20705.15,19.142859,,1588.382311
1974,80,1,0,0,5.01,4.502451,28651418,17570176,9.302325581,20120.56,13.65625,,1423.987106
1960,82,1,0,0,2.595,2.1721725,15030891,19346426,4.764876056,33054.375,16.791666,,454.7322707
1961,82,1,0,0,2.51,2.12822,16212002,19094188,4.687402567,34011.1875,22.5,,476.6667438
1962,82,1,0,0,2.395,2.0307121,19484730,18841948,4.609929078,34968,16.5,,557.2160261
1963,82,1,0,0,2.742,2.314484,21179646,20528084,3.091144872,33806.24472,21,74.034004,626.5009964
1964,82,1,0,0,2.6520002,2.238516,19356268,20172206,3.089609619,34234.48943,21.071428,71.604004,565.4025611
1965,82,1,0,0,2.589,2.2966936,20149142,20138180,3.028982327,35072.8091,22.045454,70.5934,574.4946732
1966,82,1,0,0,2.52,2.2147908,21535080,19645204,3.162439356,35150.48354,16,71.4,612.6538765
1967,82,1,0,0,3.272,2.9042997,21853998,25227306,3.18388564,35305.2756,24.541666,69.53,619.0009178
1968,82,1,0,0,3.91,3.4418123,20298530,28007692,3.168402778,33031.9872,18.615385,66.825455,614.5113183
1969,82,1,0,0,3.675,3.256026,22738084,25096616,3.095602713,32031.7396,18.423077,73.5,709.8610405
1970,82,1,0,0,3.495,3.0665805,20999638,26567738,3.260869565,32676.56,24.84375,87.375,642.6514296
1971,82,1,0,0,4.627,4.021618,22160666,25912872,3.260869565,33659.12,13.40625,85.93,658.3851865
1972,82,1,0,0,4.361,3.8151138,22036744,28456160,3.296703297,31938.27,16.4,,689.9792631
1973,82,1,0,0,3.99,3.5134428,25177448,29811422,3.260869565,32324.2,18.035715,,778.9039791
1974,82,1,0,0,4.0581,3.3154411,22300092,30084038,3.522887898,32123.2816,13.714286,,694.2034216
1960,88,1,0,0,2.595,2.5535462,20855718,38670084,8.868748389,61260.05341,15.090909,,340.4456385
1961,88,1,0,0,2.51,2.4778204,23346294,34368184,6.84589264,56837,17.75,,410.7587311
1962,88,1,0,0,2.395,2.3642948,26569536,36299200,6.326790426,62432.91992,17.454546,26.824,425.5693316
1963,88,1,0,0,2.742,2.6951282,23667014,40145612,4.946236457,64090.02,16.416666,32.447,369.2776816
1964,88,1,0,0,2.6520002,2.5900638,34812360,41243216,5.268817307,65377.14,21.73077,33.592,532.4852081
1965,88,1,0,0,2.589,2.5285351,26248612,43529304,5.319148936,69555.3,15.230769,32.794,377.3775974
1966,88,1,0,0,2.52,2.4611466,30484330,42775104,5.494505495,70301.14,22.07143,31.92,433.6249739
1967,88,1,0,0,3.272,3.2824204,34351690,57097216,5.48245614,73153.344,14.821429,35.174,469.584685
1968,88,1,0,0,3.91,4.062338,34241708,64364172,4.509493671,69802.7568,16.357143,33.626003,490.5495079
1969,88,1,0,0,3.675,3.769231,37286484,61808868,5.649717514,69165.405,16.28125,31.605001,539.0915299
1970,88,1,0,0,3.495,3.6668851,45850970,60070348,4.545454545,69008.72,17.78125,30.989,664.422844
1971,88,1,0,0,3.305,3.4562094,37875504,55344276,4.597701149,69816.63,15.9375,31.067,542.4997454
1972,88,1,0,0,4.361,3.8061092,33938584,70085330,4.494382022,71493.7,29.8125,30.05975,474.7073378
1973,88,1,0,0,3.99,3.4935484,37119880,62682044,3.333333333,68999.4,20.125,29.2125,537.9739534
1974,88,1,0,0,4.4088,4.335577,40356080,73118770,4.494382022,70203.2,17.176472,30.06,574.8467306
1960,95,1,0,0,,,,,,,7.5,,
1961,95,1,0,0,,,,,,,10,,
1962,95,1,0,0,2.874,2.5546668,6897600,13602197,58.08080808,19800,9.5,38.32,348.3636364
1963,95,1,0,0,2.763,2.456,8310800,13667908,55.92212447,21060,14.090909,36.56,394.6248813
1964,95,1,0,0,2.6520002,2.3573334,9724000,13733620,53.76344086,22320,13.321428,35.36,435.6630824
1965,95,1,0,0,2.589,2.3924754,12514872,14184958,56.98924731,23234.19,12.785714,34.52,538.6403399
1966,95,1,0,0,2.52,2.6318007,12291787,13720278,57.60869565,20724.84,5.142857,33.6,593.094422
1967,95,1,0,0,3.272,2.8711257,11017781,13255597,56.17977528,19777.58,13.666667,122.7,557.0843855
1968,95,1,0,0,3.91,3.5099669,10542768,15299551,58.69565217,19246.4,14.400001,125.12,547.7787015
1969,95,1,0,0,3.675,3.2990098,14624795,13797480,56.01449275,18463,17.84375,117.6,792.1136868
1970,95,1,0,0,3.495,3.1066668,13560600,12295410,53.33333333,17679.6,16.4375,137.004,767.0196158
1971,95,1,0,0,3.305,2.9377778,9881950,12142570,53.84615385,18368.35,10.571428,171.86,537.9878977
1972,95,1,0,0,4.361,3.8809834,10123750,13413190,53.33333333,17946,14.605264,168.21,564.1229243
1973,95,1,0,0,3.99,3.5508194,11343000,13993500,62.63736264,15758.47,20.166668,168.15,719.8033819
1974,95,1,0,0,4.0581,3.3565347,10290540,14123190,56.66666667,15859.8,22.150002,165.33,648.8442477
1960,97,1,0,0,2.595,2.1931937,6924254.5,,42.73284283,22259.22586,10.114286,,311.0734643
1961,97,1,0,0,2.51,2.1561313,8014543,13019212,45.56173617,23045.65384,12.081081,,347.7680892
1962,97,1,0,0,2.395,2.0641117,9133476,14294300,42.26982431,24546.51054,7.9487176,,372.0885698
1963,97,1,0,0,2.742,2.3895426,10160799,15569387,38.97791246,26047.36724,6.111111,18.584667,390.0892903
1964,97,1,0,0,2.6520002,2.3263159,11701295,15724911,38.91891892,27305.075,10.083334,19.448,428.5392001
1965,97,1,0,0,2.589,2.3846052,13331413,16799008,38.91891892,29316.025,4.8055553,18.986,454.748316
1966,97,1,0,0,2.52,2.3210526,13589301,18860972,36.38309264,33499.02143,5.6944447,20.174,405.6626259
1967,97,1,0,0,2.454,2.9523842,13847189,21206058,35.99788248,35344.1345,12.2286825,19.7956,391.7818104
1968,97,1,0,0,3.91,3.4613116,13524596,31461260,35.85763689,35862.30725,9.921875,18.9244,377.1256519
1969,97,1,0,0,3.675,3.2855961,14789317,29691286,35.7173913,36380.48,13.259804,17.787,406.5179184
1970,97,1,0,0,3.495,3.0939345,22775406,32041496,35.86956522,38442.2,13.958334,17.475,592.4584441
1971,97,1,0,0,3.305,2.8600962,24168922,30373744,35.86956522,40225.16,11.041666,16.938126,600.8409165
1972,97,1,0,0,4.361,3.9195364,28544334,36366760,36.95652174,39805.64,16.13426,17.1325,717.0927034
1973,97,1,0,0,4.56,3.950495,32228580,39582244,35.86956522,40971.28,12.513889,16.15,786.6139403
1974,97,1,0,0,4.4088,3.8856435,31284504,40340536,36.95652174,41254.64,16.622807,15.155251,758.3269179
1960,98,1,0,0,2.595,2.2218628,12120653,22426402,43.86595244,40350.20104,13,,300.386434
1961,98,1,0,0,2.51,2.1561313,13011306,22124940,42.05645779,41118.29559,15.375,,316.4359275
1962,98,1,0,0,2.395,2.0573444,13901960,21823480,40.24696314,41886.39014,11.136364,,331.8968275
1963,98,1,0,0,2.742,2.3601644,15779013,24692976,37.82807186,42935.80536,14.818182,27.42,367.5024346
1964,98,1,0,0,2.6520002,2.2677777,16650087,24341176,40.05336057,43737.28591,19.1,26.52,380.6840469
1965,98,1,0,0,2.589,2.3924754,15756645,25102418,40.6500592,45268.5201,16.333334,25.89,348.0706894
1966,98,1,0,0,2.52,2.3210526,17471622,25263100,40.45064468,46659.6479,16.545456,25.2,374.4482178
1967,98,1,0,0,3.272,2.9426403,27669160,34559650,34.58799593,50985.261,10.581082,24.54,542.6893863
1968,98,1,0,0,3.91,3.3978276,28870024,38121864,38.68131868,44979.48,10.9,79.155,641.8487719
1969,98,1,0,0,3.675,3.2038462,25961524,35840750,38.73775843,45228.585,15.656251,133.77,574.0069914
1970,98,1,0,0,3.495,3.0567203,32615444,40591104,36.73469388,49463.54,23.59375,127.036,659.3835379
1971,98,1,0,0,3.305,4.0512905,19350300,36039590,36.08247423,49398.22,13.78125,120.302,391.7205924
1972,98,1,0,0,4.361,3.8183873,22458982,40705348,37.11340206,47346.67,23.285715,113.386,474.3518816
1973,98,1,0,0,3.99,3.5764828,23130212,41693070,36.73469388,46732.28,12.821428,99.75,494.9514982
1974,98,1,0,0,3.7575,3.334578,21197726,42871850,38.7755102,45964.94,14.857142,112.725,461.1716234
1960,103,1,0,0,,,,,,27348,11.900001,,
1961,103,1,0,0,2.51,2.149085,,12184292,29.25101965,26970,15.681818,,
1962,103,1,0,0,2.395,2.050621,,11267045,30.27226233,26592,14.272727,,
1963,103,1,0,0,2.742,2.351987,13184541,12961595,40,26885,10.541667,22.85,490.4050958
1964,103,1,0,0,2.6520002,2.2674026,13524056,11270529,25,25427,18.884615,22.1,531.8777677
1965,103,1,0,0,2.589,2.2207491,15220872,11307143,26.31578947,26223.8,17.923077,21.575,580.4220594
1966,103,1,0,0,2.52,2.1686275,17861516,12440310,36.92307692,27075,15.799999,15.96,659.7051154
1967,103,1,0,0,3.272,2.852237,17854436,14761431,26.06382979,27260,21.5,34.287834,654.9683052
1968,103,1,0,0,3.3463333,2.9266913,17611458,15247266,25.36199764,27256.21333,12,34.408,646.1447078
1969,103,1,0,0,3.4206667,3.0011456,17368478,15733102,24.66016548,27252.42667,17.71875,32.34,637.318585
1970,103,1,0,0,3.495,3.0756,17125500,16218937,23.95833333,27248.64,13.684212,30.756,628.4900824
1971,103,1,0,0,3.305,2.881282,23496448,21196050,28.125,28879.68,11.526316,108.128586,813.5979346
1972,103,1,0,0,4.361,3.7788525,26633556,24746638,28.57142857,27168.05,15.325001,124.6,980.326376
1973,103,1,0,0,3.99,3.4917219,27185386,25047624,30.43478261,27784,11.125,128.25,978.4547221
1974,103,1,0,0,4.509,3.3178809,24358620,26028668,26.59574468,27953.72,9.861111,125.25,871.3909991
1960,105,1,0,0,2.595,2.1694534,7370640,21314852,25.72110383,31223.38782,7.3214283,,236.0615075
1961,105,1,0,0,2.51,2.111974,8040312,20544616,25.52927713,31458,13.535714,,255.588785
1962,105,1,0,0,2.395,2.0087097,9921210,19774382,24.90500021,31427.42395,7.461539,16.5255,315.6863896
1963,105,1,0,0,2.742,2.3663433,10264430,23763434,22.34042553,31479.66,9.433333,18.28,326.0654658
1964,105,1,0,0,2.6520002,2.3876526,11003316,23342250,22.26935308,31603.70206,14.25,17.68,348.1654136
1965,105,1,0,0,2.589,2.3460193,10224142,23069492,22.38090165,31999.78317,7.730769,17.26,319.5066024
1966,105,1,0,0,2.52,2.276129,12579949,22970240,22.34517982,32702.22061,6.4333334,16.8,384.6817973
